,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
331851,331852,B0058AMYTC,A3TX8RH943OLBM,annie,3,5,2,1214006400,salt vinegar chip,great value like package size vinegary enough . wo n't order brand . great chip otherwise .
21813,21814,B000KV61FC,A3IMWFY597E2K8,Goldie Lox,1,1,5,1297641600,tug-a-jug med/lg,"got gr puppy 6 mths old n't quite know get treat . however 9 month old figured love ! give kibble 3-4 time week get ( 1 cup ) within 20 minute . make sure away breakable thing though dog whip around toss - like mine , could definately break something . great , durable toy $ 11.92 ."
242026,242027,B001AHJ2FQ,A1LZJZIHUPLDV4,"vegancompassion ""anattanupassana""",1,1,5,1220486400,vegan natural kosher gluten-free choice,"vegan . natural . kosher . `` certified gluten-free '' label package . bite-sized round portion-controlled 1oz ( 28g ) package . prominent garlic powder flavor note subtle olive flavor overtone . nice natural choice liked garlic flavored chip cracker . 140 calorie , 2g protein , 7g fat , 80mg sodium per package . made stone ground white corn , sunflower oil , black olive , green olive , sugarcance fiber , garlic powder , sea salt . [ received one 1oz package product cost vine program . ] also really like < href= '' http : //www.amazon.com/gp/product/b001ahj2d8 '' > foodshouldtastegood multigrain , 1 ounce bag ( pack 24 ) < /a > multigrain variety . review make difference . see review great choice . check `` vegan grocery favorite '' `` vegan grocery top ten '' listmania . `` helpful '' vote count greatly appreciated benefit search others . thank ."
563411,563412,B007JFMH8M,AU2SKKGEM27QB,Meg,0,0,5,1341878400,great tasting !,"cooky delicious soft , expected much different taste surpise actually great . got sample purchasing family soon ."
429300,429301,B003MWBFMK,A3R541W5ZD875N,Dimwit,0,2,5,1317945600,cat food,"'s nice snack salsa 'm watching tv . kidding , cat seem like . 'm supposed write word submit review . ."
51008,51009,B0043H38CS,A10IC5RW597DIZ,Guest,0,0,5,1347062400,love,"best `` healthy snack '' chip available . white cheddar preferred flavor , note , `` gluten free '' . sea salt flavor `` gluten free '' , good , good white cheddar ."
343433,343434,B00004RBDU,A1XD7KYER6QPHK,Robert F Johnson,0,0,5,1341360000,great item,second purchase product . first worked well 'm buying . unexpected benefit also attracts pesky bug ... simply put work well flea .
93151,93152,B004YV80OE,AK1WNXTHNCG5V,"Mynana ""Nancy""",0,0,5,1318377600,great dinner,got delicious .... even picky grandson ate hate everything . easy make great taste . really tasty meal make short time : )
235839,235840,B001D0IZ80,A1Y82GMMVWQHIZ,Jersey Coffee Girl,1,1,3,1271376000,ok .,"drink de-caf . like stonger decaf , like coffee people decaf donut shop blend , extra bold ... usually like timothy decaf columbian , saw timothy decaf hazelnut , figured would try it. < br / > < br / > ok. flavor bold . keep mind , keurig mini , 1 cup size option , thats smallest size , even using smallest cup size , coffee weak time add milk creamer. < br / > < br / > good thing , bitter .. , imagine weak would taste set keurig size smallest -- bet coffee would undrinkable. < br / > < br / > hazelnut flavor , ok , well .. definitely strong , hazelnut flavot lean * bit * toward weak side . want hazelnut flavor , would say add hazelnut creamer. < br / > < br / > , overall , ok. 44 k-cups .. evenntually drink , take long , long time ... dont hate , although run , wont buying flavor ."
384746,384747,B001ELL9GI,A46HWHZ0S7DGY,Horace Greeley,4,4,5,1190160000,excellent chocolate,"excellent chocolate . eat as-is , little raw honey mixed . good nutritional value ."
401843,401844,B000WFPH5G,ADL6LIYX03AQG,Maria Liza DeMaio,0,0,5,1350172800,dog sashie love supplement w/ dry food !,say bit pricey end actually saved alot need give couple spoonful along dry food . dog love ! make sure give small amount depending size pet 's high calorie . sashie experience problem switched new dog food . 's also great coverup medication dog might need take .
318137,318138,B000VE51Q8,A10HPH8C1CGXB3,Peter Hawtrey,1,1,5,1319500800,best chocolate world,"discovered marabou chocolate bar 20 year ago litle shop big ferry run denmark southern sweden . love chocolate find sugar overwhelms chocolate bar . marabou exception . swede told swedish law prevented chocolate manufacturer putting wax bar , account part high quality . ikea used carry marabou dropped consider far inferior sugary german chocloate sell ikea brand . , reliable source bar able identify web site. < br / > < br / > 200g marabou bar $ 8.00 fair deal , find dark chocolate . prefer 250g milk chocolate bar seems mysteriously disappeared chocolate landscape . site list try buy bar , always stock know ever available again. < br / > < br / > tip : try melting marabou bar double boiler cream little butter . pour sauce ice cream cake . wow ! < br / > < br / > bottom line : love chocolate must try marabou year ."
279609,279610,B0015V885C,A3CVU0VNUP0QWP,"Jojobean ""Jojo""",0,0,4,1331856000,double salt !,"'s really lot , great value taste also pretty good , however double salt take little getting used initially !"
191916,191917,B000Q5X876,AXO4PQU0XG3TG,Dwight,0,1,4,1222214400,intense somewhat sour,strawberry product taste sweet candy like traditional fruit roll ups . shorter natural version twizzler strawberry licorice straw .
218331,218332,B007P6T8TG,AC3HZID7C1VR0,June Atkins,0,1,1,1334793600,hot !,"love brad 's naked chip . suck . normally love nacho cheese , hurt mouth eat . 're hot ."
72984,72985,B000EZURTK,A2N11YPX95JSST,Enigma,0,0,5,1229212800,highly addictive,"like melon gummies , love kasugai 's melon gummy . melon favorite kasugai 's gummies . 're small 's easy overdo . found self throwing handful handbag thinking 'd last day . lasted minute . know ashamed . ; ) 're sweet . gummy fruity tasty . find easily store asian market . overpriced opinion ."
489446,489447,B00029KOVO,A1PHY32O1DP1UP,"L. B. Carter ""The Original Emerald City Playa""",0,0,5,1202860800,seattle 's best tea,"love ! love ! love ! reminds home ( used seattlite ! ) wonderful aroma , delicious flavor ... could ask ? market would better ! cheer !"
116770,116771,B000RI1FDG,A2MI982ZSAIG89,D. Thompson,2,2,5,1221091200,great idea,pill pocket great idea . 's easy give cat medicine . n't wrestle stress out. < br / > pill pocket handy highly recommend pet owner .
49951,49952,B00430B73W,AHT3H3XMFEC94,"Harold F. Boulette ""Minister, Blogger, eBook ...",1,1,5,1290297600,great flavor,"raw food bar n't look good , taste great . 've tried several flavor excellent ."
471670,471671,B000UUMOK4,A1ZK5P0EOE727F,"Denise M. Everett ""writergirl""",0,0,4,1304467200,good licorice .,"like licorice good eat people food allergy allergic wheat grain often found candy. < br / > little licorice go long way , eat little time . like candy !"
540744,540745,B001E4Q49W,AATQJWMI88ZP6,"Butch ""pops""",5,5,5,1231718400,good sugar free product,"either mixed hot water , milk spoonful morning coffee .. good ."
85348,85349,B002DHTWNO,A250OPPEC01IR6,Yash,0,0,5,1349136000,`` greatest '',"tryed lot beef jerky , must say `` greatest '' eaten .. try say ... finger licking good ! does'nt chew like piece leather either ... < br / > bettie ohio"
120610,120611,B005K4Q37A,A2NGCLVURQIXXF,Joseph H. Spires,0,0,5,1324252800,good,know people said taste like one get gas station come people expect gourmet coffee. < br / > good price noticed gone .
489797,489798,B003XUJ4O2,A324A43N1MU8PY,Jennifer Hnatko,0,0,5,1332633600,dog anything cooky !,"beagle-daschund pixel n't picky treat , 's clear lazy dog cookie co. carob chip pup-squeaks favorite ! < br / > < br / > treat great 're made high-quality ingredient usa , 're vegan , 're free corn , soy , wheat , common allergen found many dog treat . treat smell wonderful : like little pumpkin cooky . great smaller dog 're hard ( easily break half ) , 're right size ( breaking half give doggie two little bite ) . < br / > < br / > keep treat top pixel 's crate , get one bedtime go crate day . love much tell `` time bed , '' run crate sits inside , looking top crate know treat 's going get one. < br / > < br / > best dog treat 've found far ! hope amazon get back stock soon . 6-pack deal bought far best deal 've seen treat ."
476855,476856,B008BY7NSE,A1PXMRWOIHJA93,KURTIS BUSH,1,2,5,1322265600,heaven sent ! !,"product nothing short miracle peanut butter lover ! absolutely fantastic taste , well worth price consider lower fat content body ."
47287,47288,B0029O10P4,ADVBAVUZRKXNS,Tchoupitoulas,0,0,4,1351036800,kitty crack,shaking bag come running . call `` kitty crack '' ... currently feeding 19 . one way trap spay/neuter .
190714,190715,B000FI4O90,AE2EVUZQVDSQM,C. Egan,0,1,5,1231545600,aerogrow aerogarden review,"bought christmas gift someone interested fresh herb salad green regularly . extremely excited gift . easily put together , direction clear precise . already , within week , success growing . put price aerogarden site happy find price amazon . shipping excellent , expedient . give great recommendation !"
73043,73044,B000FIXYC8,A15VL0ECB18O12,Mona Grayson,2,7,1,1264809600,vegetable bouillon vegan,vegetable bouillon vegan. < br / > < br / > contains whey lactic acid .
156721,156722,B000UXBOOI,A3PJZ8TU8FDQ1K,Jared Castle,2,3,5,1234310400,nice change potato chip popcorn,"japanese rice cracker come many shape flavor potato chip . enjoy product nori ( seaweed ) wrap hint soy sauce pair nicely cracker 's mild sweetness. < br / > < br / > nori maki cracker nice change pace potato chip popcorn . snack go especially well lager beer often served appetizer along < href= '' http : //www.amazon.com/gp/product/b001a5wsmc '' > edamame < /a > japanese pub , known < href= '' http : //www.amazon.com/gp/product/4770030657 '' > izakaya < /a > ."
446350,446351,B0000YVCI0,A7V64BJ4FANV2,Emma R. Brashars,0,0,5,1077494400,try,n't tried need ! < p > incredible . order least twice amount thinking ca n't stop start. < p > five star 's 'm allowed give !
436485,436486,B000FFLTD2,A1FS3GMCEMFB2Q,Sara,0,0,4,1348617600,contains msg ! ! ( free glutamic acid ),"thought supposed `` healthy '' soup option , 's come attention shopping soup brand ingredient `` natural flavor '' soup contains , cover word main ingredient msg responsible causing unhealthy effect : free glutamic acid . food industry us word like n't want know truth unhealthy ingredient food , would get le buyer . know would n't bought knew . read : [ ... ] < br / > ( get rid space paste browser ) < br / > < br / > besides , really think delicious comforting flavor , bought many time ... bad ca n't conscientiously get knowing `` natural flavor '' labeling scam. < br / > < br / > however fair say sort lesser evil far instant soup go . example gluten free soup thinking getting thai kitchen curry rice noodle soup : < br / > http : //www.amazon.com/thai-kitchen-bangkok-instant-1-60-ounce/dp/b000gzsi7g/ref=pd_rhf_gw_p_img_1 < br / > four glutamic acid ingredient ( natural flavor , hydrolyzed soy protein , disodium inosinate , disodium guanylate ) . give one 4 star . point fool thinking product healthy . definitely avoided !"
